EmployeeID,Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
1247,50,No,Travel_Rarely,Research & Development,Marketing,Female,Manager,2,Married,18975,Yes,1,4,0,0
1248,21,No,Travel_Frequently,Sales,Human Resources,Male,Sales Executive,1,Married,6948,Yes,2,1,2,2
1249,58,No,Travel_Rarely,Research & Development,Human Resources,Female,Healthcare Representative,4,Married,7931,Yes,3,3,3,0
1250,26,Yes,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,4,Divorced,3793,Yes,1,4,1,1
1251,27,No,Travel_Rarely,Sales,Human Resources,Female,Manager,1,Divorced,19691,Yes,6,2,4,4
1252,58,No,Travel_Rarely,Research & Development,Medical,Female,Manager,1,Married,17285,No,1,1,1,0
1253,50,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,2,Single,5386,No,3,1,2,0
1254,39,No,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,1,Divorced,6785,No,1,1,1,1
1255,48,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,4,Divorced,17079,No,29,3,2,0
1256,41,Yes,Non-Travel,Sales,Human Resources,Female,Sales Representative,2,Single,4282,No,17,4,17,0
1257,31,No,Travel_Rarely,Sales,Human Resources,Male,Sales Executive,4,Married,7659,Yes,1,1,1,0
1258,51,No,Travel_Frequently,Research & Development,Medical,Male,Research Director,4,Single,14357,No,1,2,1,1
1259,57,No,Travel_Rarely,Research & Development,Marketing,Female,Research Director,3,Single,21757,No,21,4,4,0
1260,51,No,Travel_Rarely,Sales,Marketing,Female,Manager,2,Divorced,20890,No,3,2,3,3
1261,60,No,Travel_Rarely,Sales,Other,Female,Manager,4,Married,19099,No,36,4,1,1
1262,25,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,3,Single,14719,No,0,3,0,0
1263,41,No,Travel_Rarely,Research & Development,Human Resources,Female,Research Scientist,4,Divorced,5433,No,16,2,0,0
1264,43,No,Travel_Rarely,Research & Development,Human Resources,Female,Healthcare Representative,2,Divorced,10330,Yes,5,4,5,2
1265,31,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,2,Divorced,20722,No,12,1,12,0
1266,56,No,Travel_Frequently,Sales,Other,Female,Sales Executive,1,Single,7657,Yes,18,3,0,0
1267,52,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,1,Married,7757,No,2,3,1,0
1268,58,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,4,Single,4754,Yes,7,2,7,3
1269,43,No,Travel_Frequently,Research & Development,Marketing,Male,Manufacturing Director,3,Married,12098,No,24,4,17,0
1270,29,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,2,Divorced,6707,Yes,10,4,8,1
1271,28,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,1,Married,4290,Yes,0,2,0,0
1272,39,No,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,1,Married,7951,No,0,1,0,0
1273,57,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,2,Divorced,7214,No,0,2,0,0
1274,60,No,Non-Travel,Sales,Human Resources,Female,Manager,4,Single,20476,Yes,4,1,4,1
1275,51,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,1,Divorced,16706,Yes,1,4,1,1
1276,31,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,1,Divorced,6631,No,12,2,4,0
1277,56,No,Travel_Rarely,Research & Development,Marketing,Male,Manager,2,Divorced,21104,Yes,1,4,1,1
1278,48,No,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,3,Divorced,7721,No,5,2,5,1
1279,23,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,2,Divorced,6336,No,4,1,4,1
1280,44,No,Travel_Rarely,Research & Development,Human Resources,Male,Manufacturing Director,4,Divorced,7434,No,2,3,2,2
1281,27,Yes,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,4,Single,17897,No,5,3,1,1
1282,21,Yes,Travel_Frequently,Sales,Other,Female,Sales Executive,1,Divorced,6856,No,2,3,2,2
1283,55,No,Travel_Rarely,Sales,Marketing,Female,Manager,4,Married,19202,No,1,2,1,0
1284,19,No,Travel_Rarely,Research & Development,Human Resources,Male,Research Director,2,Divorced,14031,No,0,2,0,0
1285,26,No,Non-Travel,Sales,Medical,Male,Sales Representative,1,Divorced,2604,No,6,2,3,0
1286,28,No,Travel_Rarely,Research & Development,Medical,Female,Research Director,1,Divorced,18966,No,0,3,0,0
1287,29,No,Travel_Rarely,Human Resources,Marketing,Female,Manager,3,Divorced,19396,No,2,2,2,0
1288,43,Yes,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,2,Divorced,3682,No,4,1,0,0
1289,24,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,4,Single,5584,No,5,4,0,0
1290,43,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,3,Divorced,9642,No,4,4,4,4
1291,35,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,2,Married,8332,Yes,2,3,2,2
1292,35,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,4,Married,7634,No,16,4,3,0
1293,44,No,Travel_Rarely,Human Resources,Technical Degree,Female,Manager,2,Divorced,26483,No,13,1,11,2
1294,22,Yes,Travel_Frequently,Research & Development,Medical,Female,Manager,4,Single,15699,Yes,1,1,1,0
1295,43,No,Non-Travel,Research & Development,Medical,Female,Manager,2,Single,18060,No,24,4,3,2
1296,51,No,Non-Travel,Sales,Technical Degree,Female,Manager,2,Divorced,15356,Yes,7,1,1,0
1297,31,No,Travel_Frequently,Research & Development,Marketing,Male,Research Director,3,Divorced,17560,No,7,3,7,0
1298,44,No,Travel_Rarely,Human Resources,Other,Female,Manager,1,Divorced,15795,Yes,8,3,1,1
1299,55,Yes,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,1,Divorced,8589,No,6,4,1,0
1300,33,No,Travel_Rarely,Research & Development,Human Resources,Female,Laboratory Technician,3,Single,3668,No,14,1,3,0
1301,49,No,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,2,Married,3027,No,3,4,1,1
1302,34,No,Travel_Frequently,Sales,Other,Male,Sales Executive,4,Married,6203,Yes,15,1,2,2
1303,50,No,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,3,Single,9807,Yes,22,4,12,1
1304,49,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,1,Divorced,8518,No,28,4,0,0
1305,25,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,3,Married,19804,Yes,3,3,3,0
1306,42,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,1,Married,6768,No,19,3,1,0
1307,28,No,Travel_Rarely,Sales,Other,Male,Manager,3,Married,15429,No,6,4,0,0
1308,22,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,3,Married,5945,No,2,3,1,1
1309,31,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,4,Married,23092,No,8,4,6,1
1310,29,No,Travel_Frequently,Research & Development,Marketing,Female,Laboratory Technician,1,Divorced,4597,No,10,2,10,1
1311,57,Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,4,Divorced,3099,No,10,4,1,1
1312,24,Yes,Non-Travel,Sales,Other,Male,Sales Representative,4,Single,3276,No,2,1,2,0
1313,38,No,Travel_Rarely,Research & Development,Marketing,Female,Healthcare Representative,1,Married,7080,No,2,3,2,1
1314,54,No,Travel_Rarely,Human Resources,Technical Degree,Male,Manager,4,Single,18430,No,5,3,5,2
1315,45,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,4,Married,8868,No,3,1,2,0
1316,37,No,Travel_Rarely,Sales,Human Resources,Female,Sales Representative,2,Married,3131,No,9,2,9,1
1317,46,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,3,Single,7888,No,9,4,4,3
1318,48,No,Non-Travel,Sales,Marketing,Female,Manager,1,Single,16301,Yes,9,2,1,1
1319,19,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,3,Single,16678,No,0,4,0,0
1320,22,Yes,Travel_Rarely,Research & Development,Human Resources,Male,Laboratory Technician,4,Married,3128,No,3,1,2,1
1321,34,No,Travel_Frequently,Research & Development,Marketing,Female,Healthcare Representative,4,Single,8286,No,13,4,0,0
1322,54,Yes,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,2,Single,4663,No,7,1,1,1
1323,56,No,Travel_Rarely,Sales,Medical,Male,Sales Representative,2,Married,2326,No,1,3,1,0
1324,40,No,Travel_Rarely,Sales,Marketing,Female,Manager,1,Married,25990,No,21,2,21,1
1325,43,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,4,Married,4997,No,4,2,0,0
1326,57,Yes,Travel_Rarely,Research & Development,Human Resources,Female,Manufacturing Director,3,Divorced,7525,No,24,4,4,0
1327,58,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,4,Divorced,9171,No,19,2,8,0
1328,60,Yes,Travel_Rarely,Sales,Medical,Male,Sales Representative,1,Single,2249,No,3,2,0,0
1329,50,No,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,2,Divorced,9012,No,7,4,7,0
1330,45,No,Travel_Rarely,Sales,Other,Male,Manager,3,Single,24109,No,17,1,9,0
1331,43,No,Travel_Rarely,Research & Development,Other,Female,Research Director,4,Divorced,18298,Yes,2,1,2,0
1332,46,No,Travel_Rarely,Research & Development,Other,Female,Manager,4,Married,17633,No,21,3,1,0
1333,46,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,3,Single,19157,No,17,3,2,0
1334,57,No,Travel_Rarely,Research & Development,Human Resources,Female,Manufacturing Director,3,Divorced,6221,No,0,1,0,0
1335,55,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,2,Divorced,14375,No,1,3,0,0
1336,23,Yes,Travel_Rarely,Research & Development,Other,Female,Manager,1,Single,22333,No,4,3,4,0
1337,41,Yes,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,1,Married,7196,No,21,4,3,3
1338,39,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,1,Single,3663,No,6,2,1,0
1339,55,No,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,2,Divorced,8347,No,13,4,4,0
1340,58,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,1,Married,17203,No,39,1,4,0
1341,57,Yes,Travel_Rarely,Sales,Medical,Male,Sales Representative,2,Divorced,3236,No,10,4,8,0
1342,24,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,1,Married,20198,No,1,3,0,0
1343,32,No,Travel_Rarely,Research & Development,Human Resources,Male,Manufacturing Director,2,Married,8406,No,13,1,1,1
1344,31,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,3,Divorced,3296,Yes,12,3,5,0
1345,51,Yes,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,4,Married,8534,No,32,1,0,0
1346,29,No,Travel_Frequently,Research & Development,Technical Degree,Male,Manager,3,Divorced,16440,No,0,1,0,0
1347,28,No,Travel_Rarely,Human Resources,Medical,Female,Human Resources,2,Married,4967,No,4,4,2,0
1348,47,No,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,3,Married,7853,No,7,2,1,0
1349,26,No,Travel_Frequently,Sales,Human Resources,Female,Manager,4,Single,15833,No,2,3,2,0
1350,27,No,Travel_Rarely,Research & Development,Marketing,Male,Research Scientist,2,Divorced,4946,No,2,2,2,1
1351,51,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,2,Married,3233,No,18,2,3,2
1352,31,No,Travel_Rarely,Human Resources,Technical Degree,Female,Human Resources,3,Single,5018,No,12,4,0,0
1353,39,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,1,Divorced,9022,No,5,1,5,1
1354,21,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,3,Divorced,15960,No,2,3,2,1
1355,52,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,2,Single,16756,No,23,4,3,2
1356,31,Yes,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,1,Single,18524,No,12,1,0,0
1357,51,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,2,Married,6627,Yes,9,2,1,1
1358,47,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,1,Divorced,21115,Yes,3,4,1,1
1359,32,Yes,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,3,Divorced,3103,No,8,2,3,1
1360,21,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,2,Married,4013,Yes,2,2,2,0
1361,21,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,1,Married,7173,Yes,0,3,0,0
1362,32,No,Travel_Frequently,Research & Development,Marketing,Female,Research Director,4,Divorced,20781,No,11,3,5,0
1363,41,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,2,Single,20778,No,22,3,5,1
1364,32,No,Travel_Rarely,Research & Development,Marketing,Male,Research Scientist,1,Married,6892,No,13,2,13,1
1365,39,No,Travel_Frequently,Sales,Marketing,Female,Manager,2,Married,17004,No,14,2,0,0
1366,27,No,Travel_Rarely,Research & Development,Marketing,Female,Manager,4,Divorced,20976,No,6,1,5,4
1367,55,No,Travel_Rarely,Research & Development,Human Resources,Male,Laboratory Technician,1,Divorced,4097,No,11,3,9,4
1368,57,No,Travel_Rarely,Research & Development,Marketing,Female,Laboratory Technician,1,Married,3809,No,1,4,1,0
1369,30,Yes,Non-Travel,Sales,Technical Degree,Female,Sales Representative,4,Married,3147,No,1,2,1,1
1370,52,No,Travel_Rarely,Sales,Human Resources,Male,Sales Executive,1,Married,6570,No,11,3,0,0
1371,25,No,Travel_Frequently,Research & Development,Marketing,Female,Research Scientist,3,Married,6238,No,6,2,6,0
1372,28,Yes,Travel_Rarely,Research & Development,Human Resources,Female,Manufacturing Director,3,Divorced,7634,Yes,1,3,0,0
1373,38,Yes,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,1,Single,6228,No,9,4,2,1
1374,59,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,1,Single,19110,No,18,4,7,1
1375,60,No,Travel_Rarely,Research & Development,Human Resources,Female,Manager,3,Married,17643,No,12,4,3,0
1376,23,No,Travel_Rarely,Research & Development,Human Resources,Male,Research Scientist,2,Married,4769,No,4,1,2,1
1377,38,No,Travel_Frequently,Research & Development,Human Resources,Female,Research Scientist,4,Married,5778,No,7,1,3,1
1378,53,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,1,Single,8377,No,11,4,1,1
1379,23,Yes,Travel_Rarely,Sales,Medical,Male,Sales Representative,1,Single,3369,No,4,1,4,1
1380,53,No,Travel_Rarely,Research & Development,Marketing,Male,Healthcare Representative,3,Divorced,7539,No,3,4,3,1
1381,44,No,Non-Travel,Sales,Life Sciences,Male,Manager,3,Married,27761,No,18,1,11,0
1382,59,No,Travel_Rarely,Research & Development,Marketing,Female,Healthcare Representative,2,Single,8240,No,3,4,2,0
1383,27,Yes,Travel_Rarely,Sales,Technical Degree,Female,Manager,2,Divorced,18962,No,1,1,0,0
1384,58,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,1,Married,7716,No,1,4,1,1
1385,42,No,Travel_Frequently,Research & Development,Other,Female,Research Director,1,Married,15664,No,0,2,0,0
1386,58,No,Travel_Rarely,Research & Development,Other,Male,Research Director,3,Married,18978,Yes,0,1,0,0
1387,55,No,Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,3,Divorced,9234,No,13,3,3,3
1388,58,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,3,Divorced,2279,No,0,3,0,0
1389,28,No,Travel_Rarely,Sales,Medical,Male,Manager,1,Married,20683,Yes,9,3,2,0
1390,43,Yes,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,3,Married,7314,No,2,1,2,2
1391,53,No,Travel_Rarely,Sales,Marketing,Male,Manager,3,Single,17335,No,2,4,2,0
1392,41,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,1,Divorced,21864,No,22,3,3,3
1393,56,Yes,Non-Travel,Research & Development,Life Sciences,Male,Manager,1,Divorced,23483,No,14,1,4,2
1394,37,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,2,Divorced,2783,No,2,1,0,0
1395,60,No,Travel_Rarely,Sales,Marketing,Female,Manager,1,Divorced,24074,Yes,8,4,8,4
1396,35,No,Non-Travel,Research & Development,Technical Degree,Male,Manufacturing Director,3,Divorced,7183,No,1,2,0,0
1397,50,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,3,Married,18957,Yes,1,1,1,1
1398,28,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,4,Married,2565,Yes,9,1,0,0
1399,23,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,3,Divorced,19544,No,4,3,0,0
1400,42,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,2,Married,5285,No,7,1,7,0
1401,59,No,Non-Travel,Research & Development,Life Sciences,Female,Research Scientist,1,Married,5432,Yes,11,2,3,3
1402,20,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,4,Single,6400,Yes,0,2,0,0
1403,60,No,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,1,Divorced,6918,No,0,3,0,0
1404,23,No,Travel_Rarely,Sales,Human Resources,Female,Manager,4,Married,19431,Yes,4,3,0,0
1405,55,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,1,Divorced,17016,Yes,7,1,2,2
1406,47,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,2,Single,3858,No,2,1,2,0
1407,60,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,2,Single,7840,No,9,3,2,2
1408,57,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,1,Divorced,5424,No,1,2,1,1
1409,51,No,Travel_Rarely,Research & Development,Human Resources,Male,Research Director,4,Single,16208,Yes,2,4,2,2
1410,32,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,2,Single,8712,Yes,5,2,2,2
1411,47,No,Travel_Rarely,Research & Development,Human Resources,Female,Manager,3,Single,20003,No,8,2,2,0
1412,23,Yes,Travel_Rarely,Research & Development,Human Resources,Male,Laboratory Technician,4,Divorced,3184,No,4,3,3,3
1413,31,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,4,Divorced,6921,Yes,4,2,0,0
1414,58,No,Travel_Rarely,Sales,Marketing,Male,Manager,2,Divorced,18803,No,23,4,5,1
1415,34,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,1,Divorced,3737,Yes,3,4,3,3
1416,46,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,1,Married,6158,No,7,4,3,3
1417,20,No,Non-Travel,Sales,Human Resources,Female,Sales Executive,4,Single,7738,No,1,4,1,1
1418,59,No,Travel_Rarely,Research & Development,Marketing,Male,Manufacturing Director,1,Divorced,7726,No,6,3,6,3
1419,22,No,Travel_Rarely,Sales,Human Resources,Male,Sales Representative,1,Divorced,2493,No,3,3,3,0
1420,27,No,Travel_Rarely,Research & Development,Marketing,Female,Laboratory Technician,2,Married,3369,No,8,2,1,0
1421,41,No,Travel_Frequently,Sales,Human Resources,Male,Sales Representative,3,Single,3007,No,6,4,4,3
1422,24,Yes,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,2,Married,8767,Yes,0,4,0,0
1423,53,No,Travel_Rarely,Research & Development,Other,Female,Manager,1,Married,21062,Yes,26,2,3,1
1424,60,No,Travel_Rarely,Research & Development,Marketing,Male,Manager,2,Married,19681,No,15,3,3,2
1425,22,No,Travel_Rarely,Research & Development,Human Resources,Male,Manufacturing Director,2,Single,8058,Yes,1,2,1,1
1426,39,No,Travel_Rarely,Sales,Other,Male,Sales Executive,3,Divorced,6620,No,8,2,3,0
1427,44,No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,3,Divorced,9773,Yes,25,3,8,5
1428,40,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,4,Single,8280,No,11,2,7,4
1429,56,Yes,Travel_Frequently,Research & Development,Marketing,Male,Laboratory Technician,1,Divorced,3659,Yes,7,4,7,2
1430,46,No,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,1,Married,3331,No,4,2,2,0
1431,46,No,Travel_Rarely,Sales,Other,Female,Manager,3,Single,20132,Yes,13,1,3,3
1432,36,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,4,Divorced,21849,Yes,5,3,4,2
1433,48,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,1,Single,17576,No,2,3,2,0
1434,50,Yes,Travel_Frequently,Sales,Human Resources,Male,Sales Representative,4,Married,2738,No,31,1,0,0
1435,28,No,Travel_Rarely,Sales,Other,Male,Sales Executive,3,Divorced,6515,Yes,3,1,3,0
1436,30,No,Travel_Frequently,Sales,Human Resources,Female,Manager,3,Single,19460,No,11,3,5,0
1437,28,Yes,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,1,Divorced,7443,No,0,2,0,0
1438,53,No,Travel_Rarely,Research & Development,Marketing,Female,Research Director,2,Single,19841,No,12,1,7,3
1439,52,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,2,Single,14724,No,14,2,2,2
1440,23,Yes,Travel_Rarely,Research & Development,Marketing,Male,Research Scientist,1,Single,4501,Yes,0,4,0,0
1441,25,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,1,Married,9165,Yes,6,2,6,0
1442,58,No,Travel_Rarely,Sales,Other,Male,Manager,2,Divorced,19367,Yes,2,3,2,0
1443,51,No,Travel_Rarely,Sales,Other,Male,Sales Executive,3,Married,6570,No,19,4,3,2
1444,26,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,1,Married,2894,No,6,3,4,1
1445,47,No,Travel_Frequently,Research & Development,Human Resources,Female,Manufacturing Director,4,Divorced,7809,No,2,3,2,2
1446,52,Yes,Travel_Rarely,Sales,Medical,Female,Sales Representative,2,Single,2574,No,10,1,0,0
1447,26,No,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,4,Married,8849,No,2,3,2,1
1448,48,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,1,Married,3543,Yes,1,1,1,1
1449,28,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,4,Divorced,8722,No,3,2,3,2
1450,53,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,3,Single,3239,No,7,4,7,0
1451,29,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,4,Married,7450,Yes,6,4,0,0
1452,43,No,Non-Travel,Sales,Other,Male,Manager,3,Divorced,17707,Yes,9,3,2,2
1453,46,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,1,Single,5669,Yes,4,1,2,0
1454,21,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,1,Divorced,3242,Yes,2,3,2,1
1455,25,No,Travel_Rarely,Sales,Medical,Female,Sales Representative,3,Divorced,3051,No,6,3,1,1
1456,53,No,Travel_Rarely,Research & Development,Marketing,Male,Research Scientist,1,Divorced,5328,No,2,1,1,0
1457,46,No,Travel_Rarely,Research & Development,Marketing,Female,Healthcare Representative,3,Divorced,7566,No,2,2,2,2
1458,20,No,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,4,Divorced,3393,No,1,3,1,0
1459,52,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,4,Married,5826,No,2,3,2,0
1460,60,No,Non-Travel,Sales,Technical Degree,Female,Sales Representative,3,Divorced,2511,Yes,1,4,1,0
1461,29,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,1,Married,3031,No,3,4,0,0
1462,45,No,Travel_Frequently,Research & Development,Other,Male,Research Scientist,2,Divorced,5863,No,22,1,6,4
1463,52,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,4,Single,15284,No,2,2,2,0
1464,47,No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,4,Married,3167,No,5,4,5,0
1465,38,No,Travel_Frequently,Research & Development,Marketing,Female,Manufacturing Director,2,Divorced,8354,No,0,3,0,0
1466,47,No,Non-Travel,Sales,Medical,Female,Sales Executive,2,Divorced,8834,Yes,4,3,4,0
1467,45,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,3,Divorced,19988,No,15,4,1,0
1468,41,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,2,Married,7365,No,5,4,5,1
1469,39,No,Travel_Rarely,Sales,Marketing,Female,Sales Representative,2,Married,2859,No,8,4,0,0
1470,35,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,4,Single,3141,Yes,1,4,1,0
1471,24,Yes,Travel_Rarely,Human Resources,Marketing,Male,Human Resources,3,Divorced,3951,No,5,2,1,1
1472,52,No,Travel_Rarely,Sales,Technical Degree,Female,Manager,2,Single,21943,Yes,5,3,5,1
1473,57,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,1,Single,3137,Yes,2,3,2,2
1474,60,No,Travel_Rarely,Research & Development,Marketing,Male,Manager,4,Single,16565,No,6,4,0,0
1475,40,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,1,Married,5751,No,21,1,3,0
1476,27,No,Travel_Frequently,Human Resources,Human Resources,Female,Manager,4,Single,18453,No,8,2,4,1
1477,21,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,3,Married,2638,No,2,3,2,2
1478,28,No,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,2,Married,9509,Yes,8,1,8,2
1479,21,Yes,Travel_Rarely,Sales,Medical,Female,Sales Representative,2,Single,2810,Yes,2,1,2,1
1480,51,No,Non-Travel,Research & Development,Medical,Female,Manager,2,Divorced,18124,No,17,4,4,2
1481,20,Yes,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,3,Married,2639,No,1,2,1,0
1482,57,No,Travel_Frequently,Research & Development,Human Resources,Female,Manufacturing Director,2,Married,8340,No,10,2,2,0
1483,23,Yes,Travel_Rarely,Research & Development,Medical,Male,Manager,4,Married,18417,Yes,4,1,4,0
1484,60,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,3,Divorced,9025,No,13,2,6,0
1485,43,Yes,Travel_Rarely,Sales,Other,Female,Sales Representative,4,Married,3304,No,6,4,4,1
1486,28,No,Non-Travel,Research & Development,Medical,Female,Manager,4,Single,17243,No,9,3,4,2
1487,55,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,3,Single,6480,No,0,3,0,0
1488,30,No,Travel_Rarely,Research & Development,Marketing,Female,Healthcare Representative,4,Single,10204,No,11,4,11,0
1489,57,No,Non-Travel,Sales,Human Resources,Female,Sales Executive,4,Married,6150,No,3,4,3,1
1490,42,No,Travel_Rarely,Research & Development,Human Resources,Male,Research Director,2,Single,25076,Yes,11,1,11,2
1491,28,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,4,Single,21410,Yes,9,2,3,1
1492,47,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,4,Married,20048,Yes,28,1,3,3
1493,56,No,Travel_Rarely,Research & Development,Other,Male,Manager,4,Married,20012,No,9,2,4,0
1494,23,Yes,Travel_Rarely,Research & Development,Marketing,Male,Research Director,4,Married,15751,No,3,4,3,3
